_id,date(mmm-yy),population_group,returned_from_housing,returned_to_shelter,newly_identified,moved_to_housing,became_inactive,actively_homeless,age__under_16,age_16-24,age_25-44,age_45-64,age_65over,gender_male,gender_female,"gender_transgender,non-binary_or_two_spirit",population_group_percentage_
306,jul-21,7,60,386,437,143,498,6137,0,0,3045,2537,553,353,293,102,0.737
307,jul-21,5,73,431,670,219,609,7308,415,822,3040,2484,547,416,400,126,0.878
308,jul-21,4,13,90,58,25,95,972,5,108,536,300,23,60,54,38,0.11699999999999999
309,aug-21,1,104,452,685,306,728,8479,701,972,3524,2701,581,452,427,131,1
310,aug-21,2,17,21,308,175,146,3915,237,340,1386,1565,387,253,169,66,0.462
311,aug-21,6,24,25,54,89,39,995,254,143,386,191,21,47,84,9,0.11699999999999999
312,aug-21,3,26,39,170,138,72,1378,686,147,397,134,14,63,103,3,0.163
313,aug-21,8,12,36,95,28,107,823,0,823,0,0,0,20,20,45,0.09699999999999999
314,aug-21,7,66,377,420,140,549,6278,0,0,3127,2567,567,366,304,96,0.74
315,aug-21,5,80,427,631,217,689,7484,447,829,3138,2510,560,428,405,122,0.883
316,aug-21,4,15,82,41,17,115,1002,5,114,554,302,27,76,56,40,0.11800000000000001
317,sep-21,1,101,433,832,255,753,8760,787,1011,3588,2781,593,455,430,131,1
318,sep-21,2,26,36,259,129,119,3958,230,347,1418,1572,391,254,173,68,0.452
319,sep-21,6,16,30,185,53,45,1149,312,161,454,199,23,86,87,10,0.131
320,sep-21,3,28,29,299,91,90,1548,772,168,445,149,14,91,111,3,0.177
321,sep-21,8,13,55,98,42,88,842,0,842,0,0,0,26,21,47,0.096
322,sep-21,7,60,349,435,122,575,6370,0,0,3143,2632,579,376,309,94,0.727
323,sep-21,5,85,403,647,202,708,7611,475,850,3134,2582,570,431,408,121,0.8690000000000001
324,sep-21,4,13,85,53,18,118,1026,8,122,554,310,32,80,60,45,0.11699999999999999
325,oct-21,1,80,450,850,270,823,8992,847,1052,3665,2833,595,460,432,130,1
326,oct-21,2,15,49,289,137,135,4010,237,362,1424,1587,400,255,178,69,0.446
327,oct-21,6,15,26,210,65,38,1301,364,182,519,211,25,98,89,10,0.145
328,oct-21,3,18,31,271,104,60,1700,839,190,486,169,16,99,119,2,0.18899999999999997
329,oct-21,8,13,48,109,38,97,861,0,861,0,0,0,32,22,49,0.096
330,oct-21,7,49,371,470,128,666,6431,0,0,3179,2664,579,384,312,92,0.715
331,oct-21,5,65,424,640,205,785,7691,483,870,3146,2622,570,433,410,120,0.855
332,oct-21,4,10,93,59,26,127,1053,6,134,573,308,32,90,62,41,0.11699999999999999
333,nov-21,1,77,455,783,250,813,9199,849,1060,3753,2921,616,467,433,127,1
334,nov-21,2,17,48,379,144,151,4131,231,371,1486,1620,423,257,188,72,0.449
335,nov-21,6,17,20,214,65,53,1349,362,187,556,222,22,102,90,9,0.147
336,nov-21,3,14,25,237,136,91,1754,846,205,505,179,19,104,123,2,0.191
337,nov-21,8,19,40,80,29,96,855,0,855,0,0,0,25,25,50,0.09300000000000001
338,nov-21,7,44,390,466,85,626,6590,0,0,3248,2742,597,401,315,88,0.716
339,nov-21,5,60,435,569,185,760,7850,487,873,3197,2699,594,448,414,118,0.853
340,nov-21,4,7,99,45,14,134,1070,6,122,573,337,32,92,62,42,0.11599999999999999
341,dec-21,1,52,319,806,261,805,9255,901,1054,3733,2930,637,466,434,126,1
342,dec-21,2,11,34,376,151,120,4258,269,385,1507,1663,434,258,199,76,0.46
343,dec-21,6,10,18,286,73,63,1530,415,204,641,247,23,110,96,13,0.165
344,dec-21,3,7,15,262,125,68,1827,888,200,536,183,20,107,125,3,0.19699999999999998
345,dec-21,8,9,29,99,24,101,850,0,850,0,0,0,19,27,52,0.092
346,dec-21,7,36,275,445,112,636,6578,0,0,3197,2747,617,398,317,84,0.711
347,dec-21,5,42,301,520,188,742,7725,486,850,3092,2683,614,439,410,115,0.835
348,dec-21,4,4,56,35,19,128,1043,5,126,545,335,32,88,57,42,0.113
349,jan-22,1,85,408,741,235,781,9410,909,1055,3807,2987,652,472,437,140,1
350,jan-22,2,27,32,359,131,153,4365,283,385,1561,1686,450,260,211,82,0.46399999999999997
351,jan-22,6,14,22,269,61,48,1726,470,229,725,275,27,115,104,14,0.183
352,jan-22,3,11,5,177,112,66,1861,896,204,556,185,20,108,130,2,0.198
353,jan-22,8,19,42,91,33,95,851,0,851,0,0,0,18,25,59,0.09
354,jan-22,7,55,361,473,90,620,6698,0,0,3251,2802,632,407,320,97,0.7120000000000001
355,jan-22,5,71,386,472,174,733,7684,439,826,3082,2712,625,437,406,130,0.8170000000000001
356,jan-22,4,13,102,54,13,123,1098,5,127,577,354,35,96,61,49,0.11699999999999999
357,feb-22,1,87,370,780,282,721,9559,920,1096,3843,3045,655,481,438,138,1
358,feb-22,2,25,28,372,130,119,4508,314,388,1603,1754,449,261,216,81,0.47200000000000003
359,feb-22,6,22,21,240,117,62,1833,487,261,758,299,28,121,105,15,0.192
360,feb-22,3,11,7,238,142,63,1904,912,213,569,192,18,109,132,2,0.19899999999999998
361,feb-22,8,13,45,104,35,75,882,0,882,0,0,0,24,35,61,0.092
362,feb-22,7,63,318,438,105,583,6773,0,0,3274,2853,637,419,321,92,0.7090000000000001
363,feb-22,5,65,349,540,165,659,7726,433,835,3085,2746,627,443,407,126,0.8079999999999999
364,feb-22,4,15,90,57,18,98,1159,6,134,614,368,37,101,70,47,0.121
365,mar-22,1,101,349,954,321,673,9933,1012,1165,3991,3104,661,494,448,137,1
366,mar-22,2,18,26,468,175,138,4686,345,417,1640,1836,448,262,240,83,0.47200000000000003
367,mar-22,6,27,20,421,131,72,2099,582,312,837,337,31,140,120,13,0.21100000000000002
368,mar-22,3,30,25,404,171,71,2115,1006,248,622,221,18,114,153,4,0.213
369,mar-22,8,16,35,108,29,75,913,0,913,0,0,0,34,40,57,0.092
370,mar-22,7,55,289,442,121,527,6905,0,0,3369,2883,643,425,336,92,0.695
371,mar-22,5,74,329,533,190,601,7834,430,853,3154,2767,630,450,411,126,0.789
372,mar-22,4,10,69,52,17,115,1193,6,140,647,358,42,103,79,51,0.12
373,apr-22,1,77,316,718,283,803,9913,1053,1175,3919,3104,662,492,449,132,1
374,apr-22,2,12,27,415,161,167,4778,364,441,1666,1870,437,264,258,82,0.48200000000000004
375,apr-22,6,7,24,309,91,89,2263,631,333,885,381,33,152,127,14,0.228
376,apr-22,3,17,11,279,136,76,2208,1045,267,644,235,17,118,164,4,0.223
377,apr-22,8,9,29,91,17,96,908,0,908,0,0,0,31,44,51,0.092
378,apr-22,7,51,276,348,130,631,6797,0,0,3275,2869,645,418,328,91,0.6859999999999999
379,apr-22,5,70,292,409,192,714,7650,422,842,3034,2723,629,438,404,119,0.772
380,apr-22,4,15,77,27,19,162,1153,3,121,643,343,43,100,67,48,0.11599999999999999
381,may-22,1,82,309,740,333,939,9732,1073,1180,3757,3057,665,482,446,126,1
382,may-22,2,9,37,471,217,172,4885,392,478,1653,1905,457,267,269,79,0.502
383,may-22,6,23,21,285,127,96,2379,655,355,929,402,38,158,133,9,0.244
384,may-22,3,23,14,226,144,69,2260,1064,272,658,247,19,126,172,2,0.23199999999999998
385,may-22,8,10,40,91,23,102,907,0,907,0,0,0,28,45,52,0.09300000000000001
386,may-22,7,49,255,423,166,768,6565,0,0,3099,2810,646,393,322,85,0.675
387,may-22,5,59,288,455,206,843,7353,418,825,2828,2655,627,423,402,117,0.7559999999999999
388,may-22,4,6,81,44,20,155,1130,3,122,615,352,38,97,69,42,0.11599999999999999
389,jun-22,1,81,382,779,373,791,9752,1091,1193,3780,3014,674,479,452,128,1
390,jun-22,2,17,55,395,199,190,4916,415,482,1659,1896,464,271,271,88,0.504
391,jun-22,6,20,21,285,175,79,2449,675,360,977,398,39,162,138,11,0.251
392,jun-22,3,9,13,252,201,100,2218,1052,261,655,231,19,123,163,3,0.22699999999999998
393,jun-22,8,16,37,100,27,81,932,0,932,0,0,0,29,58,53,0.096
394,jun-22,7,56,332,427,145,610,6602,0,0,3125,2783,655,390,335,85,0.677
395,jun-22,5,61,361,494,198,712,7303,416,833,2803,2616,635,412,403,117,0.7490000000000001
396,jun-22,4,9,80,42,17,144,1103,3,125,590,352,33,93,76,38,0.113
397,jul-22,1,74,277,814,344,762,9768,1125,1165,3830,2974,674,476,458,125,1
398,jul-22,2,10,31,388,225,209,4901,408,495,1634,1888,476,268,270,85,0.502
399,jul-22,6,16,16,396,164,81,2638,696,374,1113,416,39,171,166,11,0.27
400,jul-22,3,19,21,262,181,78,2274,1088,265,668,234,19,125,176,3,0.233
401,jul-22,8,10,18,77,33,77,899,0,899,0,0,0,20,52,49,0.092
402,jul-22,7,45,238,475,130,607,6595,0,0,3162,2740,655,386,341,86,0.675
403,jul-22,5,58,261,418,180,681,7130,429,791,2717,2558,635,396,399,116,0.73
404,jul-22,4,8,56,24,21,144,1034,2,118,554,324,36,85,64,36,0.106
405,aug-22,1,82,289,797,418,743,9724,1114,1156,3837,2942,675,475,453,127,1
406,aug-22,2,20,42,381,230,212,4899,388,511,1638,1885,477,265,275,82,0.504
407,aug-22,6,21,23,452,220,106,2813,699,379,1252,445,38,178,183,14,0.289
408,aug-22,3,28,19,256,241,76,2257,1078,252,674,235,18,127,170,3,0.23199999999999998
409,aug-22,8,4,32,97,23,80,904,0,904,0,0,0,22,50,55,0.09300000000000001
410,aug-22,7,50,238,444,154,587,6563,0,0,3163,2707,657,383,338,82,0.675
411,aug-22,5,61,266,345,198,637,6911,415,777,2585,2497,637,383,389,115,0.711
412,aug-22,4,6,62,28,20,145,971,3,116,512,307,33,72,46,34,0.1
413,sep-22,1,73,265,791,376,746,9690,1126,1158,3815,2939,652,471,455,125,1
414,sep-22,2,15,49,502,244,193,4978,442,527,1659,1880,470,274,285,85,0.514
415,sep-22,6,21,19,366,164,92,2976,702,413,1359,460,42,180,205,16,0.307
416,sep-22,3,14,6,236,176,70,2221,1095,244,648,218,16,116,171,3,0.22899999999999998
417,sep-22,8,8,20,104,33,80,914,0,914,0,0,0,27,48,57,0.094
418,sep-22,7,51,239,451,167,596,6555,0,0,3167,2721,636,379,343,78,0.6759999999999999
419,sep-22,5,52,246,425,212,654,6714,424,745,2456,2479,610,369,382,113,0.693
420,sep-22,4,7,57,42,25,143,915,2,111,466,305,31,52,37,30,0.094
421,oct-22,1,49,281,733,453,651,9622,1155,1132,3845,2860,630,465,454,128,1
422,oct-22,2,8,50,409,305,212,4926,426,520,1652,1860,468,270,277,86,0.512
423,oct-22,6,13,11,403,218,83,3109,728,425,1443,468,45,188,213,17,0.32299999999999995
424,oct-22,3,10,21,319,246,61,2260,1132,242,648,221,17,119,180,3,0.235
425,oct-22,8,7,20,65,27,74,889,0,889,0,0,0,18,42,58,0.092
426,oct-22,7,32,240,349,180,516,6473,0,0,3197,2639,613,374,334,80,0.6729999999999999
427,oct-22,5,36,270,330,235,568,6513,427,707,2402,2392,585,351,363,114,0.677
428,oct-22,4,5,78,27,23,112,895,2,106,465,294,28,43,34,29,0.09300000000000001
429,nov-22,1,56,370,722,464,565,9711,1134,1139,3930,2882,626,474,454,123,1
430,nov-22,2,11,68,381,295,163,4898,391,516,1655,1864,472,269,267,84,0.504
431,nov-22,6,15,21,368,248,89,3185,717,437,1495,489,47,194,217,16,0.32799999999999996
432,nov-22,3,5,13,270,236,63,2255,1117,248,641,231,18,120,177,3,0.23199999999999998
433,nov-22,8,9,34,88,43,61,889,0,889,0,0,0,25,38,56,0.092
434,nov-22,7,42,323,364,185,441,6567,0,0,3289,2651,608,385,337,77,0.6759999999999999
435,nov-22,5,41,349,354,216,476,6526,417,702,2435,2393,579,355,359,111,0.672
436,nov-22,4,7,96,32,21,111,897,2,97,474,299,25,53,31,25,0.092
437,dec-22,1,93,500,1226,503,563,10408,1273,1234,4286,2994,621,500,472,130,1
438,dec-22,2,19,76,414,322,158,4895,379,518,1687,1843,468,266,273,80,0.47
439,dec-22,6,31,24,605,263,82,3530,803,497,1677,507,46,213,257,17,0.33899999999999997
440,dec-22,3,27,20,554,263,70,2529,1251,290,744,227,17,140,208,3,0.243
441,dec-22,8,12,32,123,29,64,936,0,936,0,0,0,37,45,57,0.09
442,dec-22,7,54,448,549,211,429,6943,0,0,3542,2767,604,420,354,83,0.667
443,dec-22,5,62,476,621,240,481,6878,470,737,2609,2487,575,386,386,115,0.6609999999999999
444,dec-22,4,8,124,52,17,98,978,3,99,523,321,32,84,39,31,0.094
445,jan-23,1,75,441,813,448,546,10702,1272,1242,4494,3082,612,504,476,141,1
446,jan-23,2,8,56,556,284,190,5015,387,501,1811,1859,457,275,292,84,0.469
447,jan-23,6,16,30,339,248,97,3575,795,502,1720,518,40,214,256,19,0.33399999999999996
448,jan-23,3,22,14,220,224,50,2508,1245,281,743,223,16,135,205,4,0.23399999999999999
449,jan-23,8,13,25,103,34,68,959,0,959,0,0,0,45,46,63,0.09
450,jan-23,7,40,402,490,190,428,7235,0,0,3751,2859,596,430,378,96,0.6759999999999999
451,jan-23,5,59,411,474,200,449,7127,477,740,2774,2564,572,402,393,131,0.6659999999999999
452,jan-23,4,10,104,44,20,107,1018,2,99,558,326,33,89,45,35,0.095
453,feb-23,1,73,438,865,492,674,10849,1231,1233,4645,3136,604,506,478,144,1
454,feb-23,2,16,57,416,317,152,5001,373,477,1859,1855,437,276,286,87,0.461
455,feb-23,6,20,34,382,302,114,3592,759,517,1752,526,38,217,246,19,0.331
456,feb-23,3,11,13,255,215,108,2458,1213,268,741,219,17,132,196,3,0.22699999999999998
457,feb-23,8,13,24,110,59,68,963,0,963,0,0,0,48,45,63,0.08900000000000001
458,feb-23,7,49,401,500,218,498,7428,0,0,3904,2917,587,442,387,104,0.685
459,feb-23,5,53,404,483,190,560,7257,472,716,2893,2610,566,411,398,136,0.669
460,feb-23,4,8,105,48,19,105,1067,2,99,603,336,27,94,51,39,0.098
461,mar-23,1,79,322,801,523,683,10811,1237,1237,4649,3083,605,505,475,143,1
462,mar-23,2,14,53,463,304,135,5091,380,488,1916,1867,440,280,294,83,0.47100000000000003
463,mar-23,6,27,26,377,308,91,3633,764,537,1773,516,43,219,252,21,0.336
464,mar-23,3,13,10,292,252,37,2475,1224,265,763,206,17,131,198,2,0.22899999999999998
465,mar-23,8,9,30,106,48,79,971,0,971,0,0,0,48,53,58,0.09
466,mar-23,7,57,282,403,223,567,7365,0,0,3886,2877,588,440,380,109,0.6809999999999999
467,mar-23,5,52,296,424,215,592,7178,473,700,2876,2567,562,406,395,134,0.664
468,mar-23,4,11,77,38,17,117,1078,4,109,596,339,30,94,59,38,0.1
469,apr-23,1,66,301,766,595,787,10515,1225,1249,4496,2945,600,503,471,142,1
470,apr-23,2,17,36,440,377,153,5017,394,482,1882,1812,447,277,291,76,0.47700000000000004
471,apr-23,6,17,20,409,347,80,3663,779,571,1768,506,39,220,256,20,0.348
472,apr-23,3,16,10,245,272,43,2432,1215,261,746,199,11,130,193,3,0.231
473,apr-23,8,7,32,103,47,50,986,0,986,0,0,0,54,56,60,0.094
474,apr-23,7,43,259,418,276,694,7097,0,0,3750,2746,589,429,359,104,0.675
475,apr-23,5,49,281,357,248,707,6852,446,678,2728,2439,561,380,385,133,0.652
476,apr-23,4,6,88,23,22,151,1023,6,107,566,312,32,90,45,39,0.09699999999999999
477,may-23,1,68,266,1132,704,773,10453,1242,1272,4494,2845,600,502,468,139,1
478,may-23,2,14,35,443,414,175,4917,392,472,1832,1778,443,272,276,74,0.47
479,may-23,6,19,24,764,444,124,3914,779,635,1942,519,39,233,268,18,0.374
480,may-23,3,21,15,401,323,83,2458,1230,257,764,194,13,133,195,3,0.235
481,may-23,8,4,19,166,62,89,1015,0,1015,0,0,0,69,63,51,0.09699999999999999
482,may-23,7,43,232,565,319,601,6980,0,0,3730,2651,587,422,350,102,0.6679999999999999
483,may-23,5,49,242,368,260,649,6539,463,637,2552,2326,561,350,369,125,0.626
484,may-23,4,4,70,26,21,130,972,9,94,543,295,31,82,36,35,0.09300000000000001
485,jun-23,1,47,188,899,446,701,10418,1282,1310,4471,2781,574,499,473,131,1
486,jun-23,2,8,26,648,285,179,5111,528,511,1859,1775,438,279,301,73,0.491
487,jun-23,6,18,14,576,262,97,4171,780,683,2109,562,37,238,299,18,0.4
488,jun-23,3,9,8,287,192,24,2554,1272,277,783,208,14,150,201,2,0.245
489,jun-23,8,7,25,114,40,71,1033,0,1033,0,0,0,78,66,48,0.099
490,jun-23,7,31,155,498,214,606,6831,0,0,3688,2573,560,404,349,94,0.6559999999999999
491,jun-23,5,29,174,323,184,604,6247,502,627,2362,2219,537,331,352,115,0.6
492,jun-23,4,5,51,27,26,172,855,10,80,480,259,26,40,18,28,0.08199999999999999
493,jul-23,1,34,148,599,248,807,10110,1279,1314,4339,2626,552,487,470,121,1
494,jul-23,2,12,27,427,160,246,5145,559,530,1899,1729,428,281,307,77,0.509
495,jul-23,6,12,14,389,117,125,4354,787,720,2225,585,37,245,319,21,0.431
496,jul-23,3,6,5,133,83,59,2557,1267,284,779,213,14,149,204,3,0.253
497,jul-23,8,4,18,95,24,71,1029,0,1029,0,0,0,73,71,45,0.102
498,jul-23,7,24,125,371,141,677,6524,0,0,3560,2413,538,371,347,85,0.645
499,jul-23,5,22,134,210,131,682,5756,492,594,2114,2041,515,304,328,110,0.569
500,jul-23,4,4,35,17,6,161,749,9,80,402,234,24,17,6,24,0.07400000000000001
501,aug-23,1,42,201,539,246,632,9988,1262,1292,4351,2550,533,480,469,111,1
502,aug-23,2,9,35,517,169,194,5338,619,554,2008,1739,418,286,325,75,0.534
503,aug-23,6,8,19,332,89,113,4525,782,726,2369,606,42,250,331,18,0.45299999999999996
504,aug-23,3,4,6,86,73,46,2539,1251,281,779,213,15,148,200,2,0.254
505,aug-23,8,4,18,82,32,65,1011,0,1011,0,0,0,66,68,42,0.10099999999999999
506,aug-23,7,34,177,371,141,521,6438,0,0,3572,2337,518,361,346,75,0.645
507,aug-23,5,34,182,207,157,519,5463,480,566,1982,1944,491,294,314,101,0.547
508,aug-23,4,5,50,21,17,136,668,7,74,353,213,21,7,1,21,0.067
509,sep-23,1,49,194,841,348,483,10212,1267,1323,4516,2571,535,486,477,115,1
510,sep-23,2,12,38,624,219,182,5596,727,591,2115,1740,423,288,355,79,0.5479999999999999
511,sep-23,6,12,21,605,220,89,4855,799,762,2610,641,43,256,361,23,0.475
512,sep-23,3,11,3,200,176,25,2552,1260,283,779,215,15,147,206,2,0.25
513,sep-23,8,3,19,117,34,58,1039,0,1039,0,0,0,71,78,44,0.102
514,sep-23,7,35,172,524,138,400,6621,7,1,3737,2356,520,372,362,79,0.648
515,sep-23,5,37,173,236,128,394,5357,468,561,1906,1930,492,289,306,101,0.525
516,sep-23,4,7,57,23,11,88,660,7,69,343,216,25,2,4,21,0.065
517,oct-23,1,33,165,929,710,502,10111,1223,1303,4536,2518,531,483,474,122,1
518,oct-23,2,13,30,635,492,213,5564,717,610,2102,1705,430,287,357,79,0.55
519,oct-23,6,11,18,708,512,83,5002,806,758,2744,654,40,259,371,26,0.495
520,oct-23,3,2,6,330,377,44,2475,1217,279,756,209,14,139,195,2,0.245
521,oct-23,8,10,16,105,70,57,1023,0,1023,0,0,0,73,65,47,0.10099999999999999
522,oct-23,7,21,143,494,263,401,6613,0,0,3780,2309,517,370,364,85,0.654
523,oct-23,5,22,147,221,198,419,5109,417,545,1792,1864,491,282,287,106,0.505
524,oct-23,4,6,49,29,8,92,649,5,63,337,215,29,1,1,26,0.064
525,nov-23,1,69,267,1113,550,472,10498,1265,1327,4772,2605,529,498,479,116,1
526,nov-23,2,18,66,729,439,194,5711,693,623,2244,1722,429,293,366,78,0.544
527,nov-23,6,20,40,808,357,122,5386,848,786,2986,727,39,263,390,27,0.513
528,nov-23,3,21,11,367,293,49,2525,1256,274,771,213,11,145,201,2,0.24100000000000002
529,nov-23,8,7,25,137,73,51,1052,0,1052,0,0,0,82,72,46,0.1
530,nov-23,7,41,231,609,184,372,6921,0,0,4001,2392,518,400,383,78,0.659
531,nov-23,5,49,227,305,193,350,5112,417,541,1786,1878,490,283,284,99,0.48700000000000004
532,nov-23,4,10,65,26,8,80,665,8,62,335,233,27,4,2,24,0.063
533,dec-23,1,53,266,886,617,447,10607,1264,1349,4873,2594,527,501,480,116,1
534,dec-23,2,4,64,634,504,155,5774,687,631,2339,1703,414,298,372,79,0.544
535,dec-23,6,10,24,621,399,148,5512,867,801,3059,750,35,273,394,24,0.52
536,dec-23,3,14,6,312,309,32,2522,1258,269,779,203,13,142,204,3,0.23800000000000002
537,dec-23,8,8,19,110,47,56,1079,0,1079,0,0,0,87,77,42,0.102
538,dec-23,7,31,241,464,261,359,7006,0,0,4094,2391,514,409,382,81,0.6609999999999999
539,dec-23,5,43,242,265,218,299,5095,397,548,1814,1844,492,284,272,101,0.48
540,dec-23,4,8,74,18,14,81,679,9,64,340,234,32,7,3,25,0.064
541,jan-24,1,53,383,930,520,431,10999,1259,1338,5124,2731,547,507,481,121,1
542,jan-24,2,11,78,547,385,135,5888,714,634,2393,1735,412,300,384,80,0.535
543,jan-24,6,7,32,567,363,137,5628,881,794,3140,776,37,278,397,24,0.512
544,jan-24,3,11,4,249,225,36,2522,1254,276,772,208,12,144,202,3,0.22899999999999998
545,jan-24,8,3,24,85,56,51,1061,0,1061,0,0,0,84,75,44,0.096
546,jan-24,7,39,355,596,239,344,7416,0,0,4352,2523,535,435,392,86,0.674
547,jan-24,5,46,351,363,157,294,5371,378,544,1984,1955,510,297,290,107,0.488
548,jan-24,4,8,138,44,16,67,792,6,70,424,257,35,26,11,28,0.07200000000000001
549,feb-24,1,47,206,803,495,369,11173,1254,1338,5268,2763,550,508,482,118,1
550,feb-24,2,19,29,497,370,112,5940,729,621,2419,1771,400,301,388,75,0.532
551,feb-24,6,8,24,510,330,87,5768,867,800,3250,813,38,285,401,23,0.516
552,feb-24,3,6,16,245,227,23,2538,1250,281,779,215,13,143,209,3,0.22699999999999998
553,feb-24,8,5,15,87,39,56,1056,0,1056,0,0,0,83,73,46,0.095
554,feb-24,7,36,175,471,229,290,7579,0,0,4489,2548,537,446,396,81,0.6779999999999999
555,feb-24,5,39,182,293,165,282,5405,387,538,2018,1950,512,296,296,105,0.484
556,feb-24,4,7,56,31,14,76,802,7,61,436,261,37,30,13,27,0.07200000000000001
